names phi theta dt Tspan wn log10_A_dm log10_A_red log10_A_sv g_dm g_red g_sv
pulsar_16 2.074728918228862 2.864712351152387 846398.8631141646 9.660713700083356 0.18861279902602945 -46.936756122673295 -16.683845702941507 -46.858199100172044 4.214930833028562 0.7508921196027857 4.951992836026412
pulsar_17 0.004014329349314467 1.0077094461609137 895884.4011636737 10.064916337563895 0.07427302486111356 -46.815993474202656 -14.187606383425841 -45.927335587433376 4.298526548158669 0.911779616133945 4.840705666547779
pulsar_18 3.4089938868625334 0.9516813326729743 880762.6410462396 9.9011611224583 0.05331542413005517 -13.563808858067619 -46.374425674055075 -46.8434631388067 3.0395980064183674 2.825282219087443 0.7355206299997878
pulsar_19 1.6105091541695493 1.9241230983240583 817104.2487636951 9.884286217429226 0.07551181900365492 -43.404937051632594 -45.45009390224776 -44.317719263377775 1.4709067491324856 3.320859763670452 1.2182453405902238
pulsar_20 2.6956719603545416 1.5392628346967703 831367.1427919387 10.111898664666363 0.05244012637654917 -14.435998208599841 -16.749227681372997 -43.4561397586069 3.533222467303782 2.814351857679917 1.8410291498945206
pulsar_21 5.951184814695138 1.945968333508027 870616.3730621538 9.872987326755727 0.046916103403035286 -46.821122962664646 -46.26517743725082 -43.9540426397505 2.9899880914235815 4.041866277263136 2.512018100007512
pulsar_22 4.0663065505197995 2.2157235964373374 894691.5467860923 9.93414245728135 0.05217732071912402 -16.151084406131524 -45.85757912912964 -46.462981004653116 4.350167962518253 2.1596518537517415 3.3652527571751962
pulsar_23 1.3782567763863978 1.4558580997262005 879662.6360851085 10.213088378545667 0.16352755245796094 -14.915249192115231 -43.8849102551476 -43.21263298844464 3.244450828432612 2.3156466187311993 2.4945171641635375
pulsar_24 0.6175504862610762 1.4379332192764012 838951.0625808552 9.807773400184864 0.05772265327124167 -45.21525304227963 -45.057086575996536 -44.95612295552322 2.498412124963578 4.986949850194581 4.204020134845884
pulsar_25 3.415060836662247 2.0642573781554288 784608.0058186568 9.917424244893393 0.052631388011274476 -16.493924227767362 -43.8715336833377 -43.97628302504901 2.4163539114632138 2.192120990923257 3.358185733264057
pulsar_26 0.7316336105528372 2.082162301057424 885980.658865527 9.949597956689608 0.05504160099837138 -44.061054471786065 -13.029060375914728 -46.39614173840786 4.563987391910901 3.4154354865069285 1.7485399795658503
pulsar_27 4.851810099604018 0.8074396792968952 828412.1639805621 9.694516238809543 0.09597266726350565 -45.58804248798725 -46.133759786094856 -45.49585895589483 1.5108676243673043 4.704423160742595 2.0769014813193976
pulsar_28 5.268108878393254 0.15012854724990984 870104.1299270374 10.04923608632746 0.11100130215935107 -14.041203336457917 -44.71944444690231 -45.26728813528101 0.5066611354879237 0.47257948280303197 3.8636900089934603
pulsar_29 0.6538913154395171 1.2222612872855372 833769.6786210823 9.897545855982658 0.09525558707883218 -16.139720670802664 -46.28080138872465 -46.71682196952493 0.36662233779771297 4.228862647141192 3.273615539578577
pulsar_30 2.0117884687356744 1.184847680996766 851173.2169580964 10.316204175788405 0.11685200624435571 -15.55944899626663 -45.47467514756697 -46.91392288130643 2.7770702203377935 4.181166395721981 1.8967087692829305
pulsar_31 0.33224596024047776 1.7932863705485274 808824.224778261 10.47475032444941 0.22085428051337072 -15.914737479937262 -16.859691543861608 -44.058109055609265 1.4129902857620726 1.1749311953044193 3.0189504656332393
pulsar_32 2.562415869860986 2.2633724537638478 864934.4389620651 9.722530490603432 0.1535174588223403 -13.509546902108955 -13.662279950871747 -44.46488173459695 3.95030657737796 2.8468758241035608 4.667603842651747
pulsar_33 1.9268434557677294 2.7300635255788603 823650.2747145912 10.02410228369834 0.1108650817965499 -16.057338052984527 -43.72454875484758 -46.19657078922503 0.9669673391328191 1.1580887389687895 2.602542656863221
pulsar_34 1.536206898790686 1.6580437132079968 874627.5149667131 10.304826090571112 0.31572687750759104 -13.503866001658455 -15.98347032064451 -46.021721259746954 4.992794302978683 0.9257636838153968 3.5175697101588237
pulsar_35 4.380619925905731 0.8621408541985622 862077.3388312485 9.976498781202618 0.040683834951424976 -45.386358056753735 -45.10867475035587 -43.56860071723077 4.679351144684968 0.6714611203340854 4.541438951847391
pulsar_36 5.925497320214857 0.930365487996418 843731.3971569629 9.949978255811383 0.07323364868843404 -46.20416613039906 -45.773679966072045 -46.02209228974203 4.627731629530974 1.7829796289621513 3.755005299942591
pulsar_37 3.7182005294817437 1.941606979251156 864172.7198417376 10.18490993833552 0.05742050792130815 -45.431775600967384 -44.67339643852165 -46.43994767056283 2.6845930692995172 0.6310508455357257 4.608092462438502
pulsar_38 3.3154459598747175 2.0178499147926994 888850.3269398964 9.898382677882505 0.626818346102165 -44.2264627583851 -13.158888530150804 -45.82688725799605 4.068809665817243 2.927073937395028 1.8623287745552217
pulsar_39 2.6140944863538373 1.1937665551760754 872779.6632071441 9.95163044400184 0.027831363739256473 -14.770637524693232 -44.70426717723245 -45.00238681636638 1.2230593207116933 3.811390959884029 2.869557399335489
pulsar_40 2.4008152819544764 1.1130055300051496 838634.6209441139 9.990704293482409 0.10686903844772716 -13.68112145736078 -13.815938378734286 -46.0089990441591 4.234400958996556 2.7389065388395846 1.6348696707676316
pulsar_41 4.3056476426432475 1.9926653013603586 900037.9559242409 10.078458818591374 0.036898771971186364 -46.104170160667444 -13.633799930267045 -46.65980641531945 1.9257386297460202 1.3396501813927049 3.4882659134977447
pulsar_42 2.815666072300768 1.6125759032524938 809772.8476092056 10.10262798368466 0.12041012702249104 -16.182422244502856 -14.471912079799562 -46.875102471221496 1.1284060942083391 4.72786534307586 0.2669305190817576
pulsar_43 2.6099507588591853 2.020520929865273 844583.1991843999 10.037174453305761 0.11596479584756361 -15.783624461600628 -16.280881969946 -46.78070793843786 3.1783465969888733 1.7953727450178785 1.1438323110911994
pulsar_44 2.1030110086277527 1.091644005598763 896998.1359412477 9.739354178317994 0.5046205706578455 -46.214753010998415 -43.618323554455046 -43.85981301600748 1.3164254122272017 2.7133549019885552 2.6069069069320494
pulsar_45 2.6706619348260987 1.5646635454530973 828553.4864370086 9.79570678636503 0.06496862957266687 -15.723267499659793 -16.057213195629764 -45.84386986295952 3.82534876073721 0.70123105358498 1.1398579269266969
pulsar_46 2.238963329149854 0.9970823902797312 847210.5196688246 10.467528226747373 0.16596268965470531 -16.47543286956868 -14.326460913824052 -44.149077207887416 3.3550621864891736 4.872726963065682 4.662552808370199
pulsar_47 2.540861140413145 0.5300877844214834 890350.666624526 9.897112196343713 0.0596689976657361 -46.28670590477299 -45.9172633867853 -46.845971596534625 3.2174215889456357 0.6366358421504777 2.3744769660312994
pulsar_48 1.0685879789921706 1.5684615837972153 915471.053423072 9.876641040144968 0.055187309811989826 -43.52625036053676 -46.37179263732969 -46.99198254321465 1.4377232952359162 3.0472968332427524 4.612292015979667
pulsar_49 0.5578608295169808 1.0106567865421907 863699.6186867219 9.89722258857584 0.06341022962702983 -46.46916792754284 -46.6291742197753 -46.11534124960584 2.822121396657666 1.5763128905318122 3.7075168129366416
pulsar_50 6.011317385690348 2.51843216596824 853336.4101888948 10.159817938482073 0.18237917818985042 -15.465673972506966 -46.77839650385275 -45.58582569859054 0.5945830441510085 0.4819971896640495 1.655736147073489
pulsar_51 2.0791508459693873 1.9746279694104107 890003.6289739524 9.908655826732653 0.12054496132214995 -44.10516175194036 -46.02135582363118 -45.00331846399871 1.0849071330496247 4.2786667104295235 1.149905251377776
pulsar_52 5.766913955929575 1.8459564434224125 877376.1431995231 9.725623036740268 0.07472543834836648 -13.089665823077238 -43.94962239666238 -43.63814871408502 3.7143460697321737 1.1026164915921384 3.3664974667652854
pulsar_53 5.124332005675513 1.0880017620401983 794240.0043958145 9.841689621404546 0.09449221075353006 -13.370461932139953 -44.41653108690922 -43.43128121655505 2.1403928247178388 1.2998448835509064 1.2662197740495658
pulsar_54 4.883911416100832 2.0234530891108657 863344.7944700894 9.77772134523336 0.1275826895540383 -15.290018294707883 -15.581186012233363 -46.57993178471996 0.44067177049120887 2.8327959622114234 2.184852968704634
pulsar_55 4.624145138754915 2.3392369756081854 911512.8671467012 9.806851919827505 0.1260881619507837 -43.40295441356284 -46.890725833150455 -45.34248149146549 1.0313585150640896 3.2019520551532756 1.6427921881330168
pulsar_56 5.360213190057906 1.9575462341835672 894320.011764673 10.255968074499258 0.06163354511544575 -44.41378622780619 -44.18148457672467 -45.73990076314872 4.534711526405457 2.8893628844986172 1.6276611672062322
pulsar_57 4.78789798800215 2.229988207320067 796503.8435821198 9.89306029438957 0.10522197058865766 -16.210133737116692 -15.793170913358685 -43.38201563035997 1.0412677394272825 1.9054688171387886 3.448881470424644
pulsar_58 5.418415002992543 0.4730646873375058 891188.7924023635 10.176242919731703 0.21743224990677493 -15.518121410046678 -16.352576499700273 -45.51668215548463 3.2205156524630674 2.6172144438772436 0.6062040514510258
pulsar_59 1.3241200333168455 2.5595757660597624 884922.921419498 9.573121766734625 0.13558700492670137 -45.25647676894043 -46.00128065345054 -45.187961195957264 1.3447875813647956 1.9341801994118157 0.4126192167193711
pulsar_60 1.6863669882086345 0.6678532466609847 891414.5958271571 9.946603087707498 0.03507868056801698 -14.269995495531669 -14.626964267318346 -44.61177458561342 1.0178540474035744 2.925563657228216 0.41058148171149544
pulsar_61 3.777676018485151 1.6939648368902116 870818.2790832062 10.068783083372034 0.017804301843173213 -43.158428997255164 -46.511517916731535 -46.374387435312826 0.7794198087999079 3.787888862997358 2.262522790169467
pulsar_62 3.7069274671284638 0.6727975998641738 789681.5184720905 9.767356605763023 0.08983539763921664 -15.20636500869185 -43.14638787229526 -46.80263103751008 1.0331398225185195 2.8572401508426153 2.7036897553565664
pulsar_63 5.733035477535787 1.430617192825267 880100.0215373134 9.972776076469042 0.0889956194078777 -16.57958515026471 -43.39323721165761 -43.22332605612195 1.2451016720539223 2.955196244356866 0.7389357927992906
pulsar_64 5.939649517043602 1.939663725757647 826030.522420737 10.246848715890257 0.025691143074459095 -45.85587671452238 -16.96294762307342 -46.62193884549255 4.320916064152704 0.538743860247916 1.4717448476675914
pulsar_65 0.08714271784705088 0.8691557593643943 863396.1332791517 10.387871611323055 0.018848415496014542 -14.285308079153822 -45.85057747649876 -43.396411361807985 3.8570120593761374 2.9407382663507478 2.3404963388593036
pulsar_66 3.761709172744664 1.0831381585708626 858337.8108318446 9.868623487727978 0.12637387151981647 -13.628411237681043 -43.78940251415194 -43.576260545300485 1.052356485691544 1.1326479738141535 2.230968369248397
pulsar_67 4.659875841324927 1.609340866971496 868816.2513911215 9.94599567471029 0.07458818607979413 -13.57280037076381 -46.72324242282862 -43.06377481153821 1.4331104714651932 1.3021306385803437 2.0107383808961377
pulsar_68 2.8497024501681922 0.7933554565354073 850279.4370908784 10.107729766648035 0.02286886487143154 -44.858554712908 -45.08487875220552 -46.32922772845971 3.623675009389296 2.995638483952896 1.1279135030368685
pulsar_69 4.514096227976857 1.5221151586770651 828998.1633471828 9.906414196163972 0.03391384941577158 -15.741275552326083 -15.918730132511508 -46.47286925436687 3.180100724467135 4.977351125965493 3.9168731972758817
pulsar_70 3.407143823075674 1.0198782320563748 869617.3649576597 9.94250838096809 0.35281905317265777 -16.28894374866888 -44.27977369579843 -45.10868970283758 2.339421547428037 2.1710472188629026 1.1138051700149585
pulsar_71 6.233752748695487 1.6870880774174684 890037.5150979616 10.133873903892427 0.12295521822655259 -13.643226371985577 -16.02870130654217 -46.78895102054109 1.2298244605755988 1.9087957498117603 2.1659665971493034
pulsar_72 5.178401863275806 1.1804033515633408 915576.2652130346 9.739226034187144 1.134967490616277 -13.473600564131278 -44.90514119153056 -43.03670393938115 0.9068711061591261 1.2937438587988215 3.9045161160548747
pulsar_73 5.857198266286981 1.40195127333564 868212.8795918439 10.297404713543813 0.0424353160539676 -45.122663951581785 -43.27227604582588 -44.427095872684035 0.42175434461553063 2.661714517805321 4.639612745958
pulsar_74 4.446964358294743 1.2375051816278595 855857.9829755112 10.063893703163668 0.07815051964190155 -14.406617167567774 -16.43933323033181 -46.146403664715706 4.490718611077843 4.286502049788731 0.8626638305779613
pulsar_75 2.577965640281794 0.6788231625898401 882841.3450197278 10.352620030615547 0.09946832862082156 -44.07220201137248 -44.19789908860167 -46.157773213667866 4.8150982231304145 1.1686580240363957 0.6628024807652222
pulsar_76 1.5946465905632545 0.4511596770518146 880793.3845722419 9.73737258919752 0.27563473583029596 -46.572044461581186 -45.96836749778065 -45.00984983674104 1.0466198064885768 4.2767049721884955 2.2084783170627498
pulsar_77 1.2022909582785737 1.3311731136463345 885163.2577504255 9.702852814361426 0.03394515034590047 -13.821228066948489 -44.198409802793655 -46.72778314265875 1.8596059957938482 3.7216544886974723 4.094823220312806
pulsar_78 0.018995481363814265 2.979208156609986 919814.2380300682 10.130837424740449 0.040076972028392284 -43.05743693080066 -45.960988271925785 -45.453550866879056 3.9932905310303144 4.614184831982994 1.597398864797503
pulsar_79 2.397030702070378 1.490639539044251 836531.2408087961 9.977181153729354 0.13412479487447404 -43.964561109498284 -15.541451587015137 -43.500935865074595 2.777335140890788 2.2207974495996745 0.8228280105472793
pulsar_80 4.274302403443285 1.1219189997341905 808985.7716094081 10.327202855336383 0.05493118299476757 -45.0410813392179 -13.192457074626486 -43.477326803338414 2.648324721833467 4.384466476829042 3.504493651206985
pulsar_81 5.854505187619578 0.6716680524233671 879871.4864563427 10.391062965794212 0.2103410811493924 -43.966893374786274 -43.63848399681577 -45.69856953520466 3.9068777831714896 3.212490660203769 1.7990138885004319
pulsar_82 5.417608678389987 1.1074584302804342 857895.3755348873 10.557215732262954 0.38105922657440927 -43.68845967769331 -13.328778941704124 -44.94342607916928 0.8445408068860409 1.38730934534334 4.32882568413566
pulsar_83 3.6947113314309203 1.7480818963644076 824094.5994749283 9.747532750900458 0.052981520973161694 -44.543469154187065 -46.4821044821371 -43.580119084961794 1.563574883929894 0.9845671796593223 1.147793958760197
pulsar_84 1.833987248098129 1.821556773786223 928066.8826569036 9.835418245915807 0.04519969564900362 -14.786351902166626 -15.065594547131493 -43.03568082065917 2.357477294509042 4.818872174664288 3.797582083328948
pulsar_85 5.137093439500362 0.993109331861414 889232.0398600751 10.139476273615752 0.09953872595866353 -15.556056481148623 -16.61927004078782 -43.76503200979545 3.8143891046271143 4.464321354603192 4.9398826962273965
pulsar_86 1.9001413792965396 1.5019459175814394 843252.8733492463 10.204241474742933 0.20066248863097255 -13.008922631728627 -43.23491291608719 -43.40984567822169 3.136054695987564 1.0218954670942688 2.251127329209045
pulsar_87 4.359578626518676 1.5013301033147306 840877.4687016602 9.634717684184956 0.17948259535640876 -14.310485785088126 -44.402156092501 -46.61311050114578 2.0647225731656107 3.042975023728105 2.068144576430563
pulsar_88 2.88014991729425 1.3110097853339888 892870.02657235 9.877225846207297 0.04160781869308991 -14.231409573853188 -43.01162335022941 -46.621946675668525 4.353593135182957 2.886094150939055 1.538499932207816
pulsar_89 3.0929945087877333 1.1593764079047688 895724.4477636525 9.937473783193715 0.3698551622841127 -13.950439406864733 -43.192197651850705 -44.627101857633974 3.891970285651158 3.376194728378035 4.332572888664124
pulsar_90 3.5994062493105066 1.450801102036501 863686.3990504146 10.236473214644894 0.0404800749838292 -15.204262122552587 -14.079842080573565 -44.51253565921159 3.4034788494217842 1.6224884233025347 2.8425093503531915
pulsar_91 2.7444570943045106 0.9972490011966436 883912.8330890429 9.847055616485079 0.11549617821695542 -43.2155839879358 -13.45726559108419 -45.930382563499236 4.73096170588408 3.4631855907193545 1.1587180990619932
pulsar_92 5.836353001696289 0.3666605103609456 834946.4968335786 9.966698667467577 0.0511651323028662 -13.730137132954098 -45.521744979821946 -44.637314820973664 3.319953742015364 1.0803461977636983 3.0439563427350644
pulsar_93 4.140877116098717 0.8384657503976816 823157.3216008662 9.969778946391447 0.1751471637247947 -44.869916897449585 -16.584653011654837 -44.085386637620495 3.7159346677373546 0.6783550091235173 4.30824954286982
pulsar_94 2.589817259834756 3.0358332050084917 835058.8186122138 10.086348936202386 0.1627623899336597 -44.79383766597246 -45.42276212227205 -46.7650319839299 4.779295244024953 3.9957846000252837 3.4637280894748055
pulsar_95 2.941171888227978 1.403426002733116 837010.9592349463 9.858155274534047 0.08602110697239228 -45.07207152489761 -13.535946064626245 -43.06061254843687 4.377653968397939 4.523837829715316 2.9784074528526565
pulsar_96 0.21981048811879111 1.2263931262930532 899019.2229806476 9.551961603805687 0.10366102011238908 -16.729790714566644 -45.5211126785366 -43.57376655751938 3.4974384615056286 1.6281424482274964 2.040057829862271
pulsar_97 4.042472202863127 1.6580249442097283 854382.9051679195 9.922693625825046 0.07665279120174706 -15.361668941828153 -16.46478845305332 -45.59819764068801 4.410476202839038 3.0669166103098457 4.72407566088803
pulsar_98 0.6220797061192689 1.8208291884184624 874487.4247212157 9.986903074956558 0.1752604496556181 -16.239248416596936 -43.22638746361079 -46.621505841794374 0.7465736543573642 3.9507917528822487 4.754783592661005
pulsar_99 0.8716728057821631 1.622937224823432 878262.2183424121 9.820267689567126 0.0530740422781482 -14.232423583219393 -13.094894312616358 -44.20967116220239 1.6707723832626304 4.471278081391051 3.0208317681459578
pulsar_100 2.785464065712555 1.4127106255784043 894205.9274461269 9.904932365835162 0.0961409666422629 -44.40723099398706 -15.346968643012167 -44.02994851218729 0.25966977744196795 1.2169309684912277 4.672056909515469
pulsar_101 0.5679410972774777 1.6513881931580605 907437.1284222759 10.027531761481079 0.07309261662543173 -15.096557311616483 -44.515683258807606 -46.49318638434543 3.783634720602465 3.1220890395197762 2.3979900829836023
pulsar_102 0.7599950989921284 1.9086444997098677 836544.7905458559 9.935242262861486 0.08619992224535708 -44.17878070386834 -43.72346186552232 -46.33146928435269 1.787771729264671 3.622428004863228 4.550970839541042
pulsar_103 2.9884252536337064 1.4607430002441797 836038.3967449846 10.26055941222555 0.1047371945314944 -14.686136320656253 -44.841685672101434 -43.75388189351696 3.4233405256827307 4.737168164189468 1.2504414663435617
pulsar_104 3.456865183654187 2.6048889909135164 845677.9645715723 10.135727856335082 0.1175726314909295 -45.020499320446994 -45.316317150708926 -46.19043706696685 1.3184974494559594 0.5539293177951803 0.8243749526229611
pulsar_105 2.8755599666362084 1.6614440749391552 785519.9191589562 9.809452915373859 0.1386999003968565 -45.652556532186004 -45.310867714344425 -44.377519099794114 1.6136233178112054 4.085290576512879 2.0992008519846648
pulsar_106 1.2200892919795383 0.35975553470711846 918335.4209980464 9.985958275115633 0.10284604004346819 -14.348693950259982 -14.750642995560149 -43.57174091991085 1.9544902579690457 3.38401961548518 4.82393419742807
pulsar_107 0.8981084462943685 0.8316624304113636 841707.0525959557 9.862157799443237 0.06643620211345701 -43.409664389770455 -44.34652763338181 -45.46242066691391 4.478579282118209 1.6083010086075185 1.478334004329601
pulsar_108 2.401908384757992 0.3186758365824793 893498.9104409243 10.246004170580788 0.04046510532148448 -46.2185460014018 -15.183742086846715 -44.38988680925942 3.7137629815607447 1.2538518252370199 1.92854026284727
pulsar_109 1.4154222723157888 2.4091979085318433 861671.4498587311 10.190079017666362 0.33311500969109337 -14.360760423297636 -13.905645858256854 -45.39735774409268 3.2708790420542275 3.7058300563407616 1.8413220026687152
pulsar_110 0.09925239158494052 1.0188240813312357 931148.6798987342 9.65670813233263 0.09941038794658431 -15.413675257458976 -43.37201436455665 -45.1951005852774 1.34163159498128 4.364164657676095 1.9745735015757355
pulsar_111 1.149306202150639 1.7358345320440487 845808.1147270952 10.047172501737508 0.08787418225256717 -15.587739398657197 -45.373741625851565 -45.44794853318483 0.44995582596818817 4.15581115770623 2.1103197165649483
pulsar_112 4.995319101851244 1.7436218295941195 871553.236820493 10.061290826893021 0.05797223979093239 -14.409256283246423 -14.734858330981806 -46.35140913721956 3.0281459026787005 2.5157420165656514 4.93160711372175
pulsar_113 2.2552240055170087 1.6631029771314283 853280.1299587599 10.208494937022031 0.26294053233600245 -46.81068322272091 -45.41952123412702 -44.762644453640085 1.0699361900921684 1.7298097458850914 3.966860600882855
pulsar_114 1.9036803787177248 1.4674331052444831 866123.1202976212 10.480619506437108 0.1769874389295885 -14.415722354468869 -43.37692178657921 -43.258676055478375 1.7585336610031235 2.6749726363805704 4.033091964503281
pulsar_115 5.134839811704475 2.34325810770035 898971.5768882529 9.940816558980302 0.17070392390616768 -15.27303124672737 -13.274827047683274 -45.867587268290784 1.5682283771742846 1.5862550957590567 1.5097106817178996
pulsar_116 6.12574344724209 1.6000483825607785 894368.6054449701 10.300222862957126 0.08463567380701963 -46.80153964995588 -16.090386090435956 -45.38284737071031 4.176029603667677 1.0036582406315717 2.8743200701118883
pulsar_117 1.0060866603399143 2.29268430611004 899631.9129786919 10.258682403006002 0.07660905207266176 -43.97015930945392 -13.714110439773277 -43.4728227437624 1.8918231431995547 4.989947883422869 4.35067509237494
pulsar_118 3.227615862363294 2.201907150588564 908116.0450561512 9.877697460013016 0.1740850534133281 -16.85216566094644 -43.54700486468576 -45.0806510555325 2.2644116903076497 0.6695192470518349 2.344115603856699
pulsar_119 1.9299705013907325 0.8299863238574947 950067.8385525147 9.923833501130206 0.06352454180947632 -45.73991370271626 -13.46219699447352 -44.78553409889574 4.633593288793881 3.298584072638327 3.5964630730592524
pulsar_120 1.4300494291381718 0.14989215391032346 870819.8582287788 9.989678627129576 0.05449977299921288 -46.74266525246807 -43.984214905297584 -44.14198366309841 3.683209343663273 1.4353328173071191 2.202619228693197
pulsar_121 2.288850972833756 1.8095321555901425 786487.1725493532 9.70213628049581 0.0939876261883352 -16.107863662298197 -44.84769114745983 -46.34048162661293 2.5477457347406425 2.2608574018086136 1.342197336667848
pulsar_122 4.719531524031264 1.536788613954825 856754.8349538922 10.485413011364365 0.1637706642719958 -43.210023696191485 -45.95949900959632 -43.155742442776926 2.8219442748452233 0.4345189770043185 3.673924273631834
pulsar_123 5.038008155832307 2.287549933587184 853945.9294038271 9.98359990066779 0.05494336690146151 -44.51206414872812 -43.47828598500278 -43.14480525561556 3.1790662646925205 0.4771693327763332 0.8454442794738207
pulsar_124 4.1198638815330675 0.937994947835777 898780.5469411669 9.53898403486065 0.036275767354739155 -44.752934764214025 -43.92772251420587 -45.112224952145226 4.260443074509911 0.325672670394604 0.875637692433614
pulsar_125 4.923887959657116 1.2578569431976658 872267.3745976463 9.77875497083188 0.3844943701768496 -44.17228946012058 -14.266263448809609 -44.138408914690785 4.5883717777953335 2.437213998141676 3.2041339401187
pulsar_126 6.009954370744993 1.1951025503172288 882286.8598319984 9.939266916998692 0.049093877037269806 -13.052550026096059 -13.90276136715221 -44.70210642730258 2.050636828055885 1.5888165917429573 2.018526124741406
pulsar_127 6.228662769414103 0.2789591029223314 822057.9748271576 9.890922973338808 0.11287920326704284 -45.951730678610126 -45.17558584432675 -43.90450733521461 1.7253527440004812 2.3047105728811457 1.2748071352114094
pulsar_128 2.3219688152587157 1.9959334251104115 869072.7191849791 9.848077300459115 0.22219697531085753 -14.17609459277518 -46.01438806913782 -46.40199972769886 4.294329539618627 0.708713532343273 4.639141520561753
pulsar_129 1.5049270898518414 1.6233889890577262 855542.205236386 10.074951726086516 0.1376482159491292 -43.04614207158713 -44.430689435007075 -43.1812966333751 3.1175585008058566 3.4292777936200323 3.076961605026915
pulsar_130 4.431826151544895 2.623986646659915 909066.3607118969 9.874526629144963 0.07528337764988756 -15.33461406998709 -46.498267126836716 -45.88538905169989 3.7877338064021893 4.301066292812103 0.9788232986687555
pulsar_131 4.092352094431363 2.9457747604897957 818281.3397971622 10.195832969635154 0.06163841258383582 -13.521768676183772 -15.585061153029109 -44.36090424859151 1.4069617147782068 4.041784681614639 2.7312022135132543
pulsar_132 2.175702852237909 1.1867902043901921 815301.9308117245 10.168405525200809 0.14990482664473403 -16.350797365078215 -45.16337856587393 -45.92979756950342 0.6806400437684329 3.382847299349836 1.3089679837698027
pulsar_133 4.263701941968553 1.5865045412994392 872088.5243720122 10.66674694561172 0.3021282999212793 -44.9099795329756 -43.43191039408389 -43.763917799475436 3.9223810132880055 0.6310782937216888 1.090539946069088
pulsar_134 4.8697705397943025 0.9357508097031171 868135.796727252 9.612796774633626 0.30091397912997986 -43.458711080125994 -45.89182345841133 -44.65575765243536 4.175582162941172 4.825879062601459 2.947284162400492
pulsar_135 2.253614713681527 0.5559518124246804 799727.091411695 10.177931213597372 0.1031787330075144 -44.63815105164326 -16.337860651423544 -45.61551589313926 1.00262648101405 3.7088564248778035 3.318004758839108
pulsar_136 4.935900087168032 0.3806519957917875 887312.3299906679 9.955333902522753 0.07195987697905126 -15.960936147759703 -14.285307142518164 -44.669570073835914 1.2036568095298357 0.6300977636200631 1.4720595881632323
